,Unnamed: 0,Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value,Country
10234,17556,Stimulants,Deaths,Overall numbers,Total apparent stimulant toxicity deaths,Nunavut,62,By year,2019,,,Number,Suppr.,Canada
10235,17557,Stimulants,Deaths,Overall numbers,Total apparent stimulant toxicity deaths,Nunavut,62,By year,2020,,,Number,0,Canada
10236,17558,Stimulants,Deaths,Overall numbers,Total apparent stimulant toxicity deaths,Nunavut,62,By year,2021,,,Number,0,Canada
10237,17559,Stimulants,Deaths,Overall numbers,Total apparent stimulant toxicity deaths,Nunavut,62,By year,2022,,,Number,Suppr.,Canada
10238,17560,Stimulants,Deaths,Overall numbers,Total apparent stimulant toxicity deaths,Nunavut,62,By year,2023,,,Number,0,Canada
10239,17561,Stimulants,Deaths,Overall numbers,Total apparent stimulant toxicity deaths,Nunavut,62,By year,2024 (Jan to Jun),,,Number,,Canada
10240,17635,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2018,,,Number,1082,Canada
10241,17636,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2019,,,Number,555,Canada
10242,17637,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2020,,,Number,1113,Canada
10243,17638,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2021,,,Number,1326,Canada
10244,17639,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2022,,,Number,1491,Canada
10245,17640,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2023,,,Number,1653,Canada
10246,17641,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,British Columbia,59,By year,2024 (Jan to Jun),,,Number,289,Canada
10247,17675,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,,,Number,,Canada
10248,17676,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,,,Number,,Canada
10249,17677,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,,,Number,,Canada
10250,17678,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,,,Number,,Canada
10251,17679,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2022,,,Number,,Canada
10252,17680,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2023,,,Number,,Canada
10253,17681,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2024 (Jan to Jun),,,Number,,Canada
10254,17715,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,,,Number,75,Canada
10255,17716,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,,,Number,91,Canada
10256,17717,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,,,Number,169,Canada
10257,17718,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,,,Number,255,Canada
10258,17719,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,,,Number,236,Canada
10259,17720,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,,,Number,287,Canada
10260,17721,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),,,Number,94,Canada
10261,17755,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2018,,,Number,,Canada
10262,17756,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2019,,,Number,73,Canada
10263,17757,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,,,Number,234,Canada
10264,17758,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,,,Number,281,Canada
10265,17759,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,,,Number,274,Canada
10266,17760,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,,,Number,251,Canada
10267,17761,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),,,Number,82,Canada
10268,17795,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2018,,,Number,894,Canada
10269,17796,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2019,,,Number,998,Canada
10270,17797,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2020,,,Number,1716,Canada
10271,17798,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2021,,,Number,2038,Canada
10272,17799,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2022,,,Number,1904,Canada
10273,17800,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2023,,,Number,2207,Canada
10274,17801,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Ontario,35,By year,2024 (Jan to Jun),,,Number,901,Canada
10275,17835,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2018,,,Number,144,Canada
10276,17836,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2019,,,Number,135,Canada
10277,17837,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2020,,,Number,188,Canada
10278,17838,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2021,,,Number,175,Canada
10279,17839,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2022,,,Number,,Canada
10280,17840,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2023,,,Number,,Canada
10281,17841,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Quebec,24,By year,2024 (Jan to Jun),,,Number,,Canada
10282,17875,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,New Brunswick,13,By year,2018,,,Number,17,Canada
10283,17876,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,New Brunswick,13,By year,2019,,,Number,27,Canada
10284,17877,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,New Brunswick,13,By year,2020,,,Number,33,Canada
10285,17878,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,New Brunswick,13,By year,2021,,,Number,42,Canada
10286,17879,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,New Brunswick,13,By year,2022,,,Number,68,Canada
10287,17880,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,New Brunswick,13,By year,2023,,,Number,77,Canada
10288,17881,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,New Brunswick,13,By year,2024 (Jan to Jun),,,Number,14,Canada
10289,17915,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2018,,,Number,23,Canada
10290,17916,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2019,,,Number,27,Canada
10291,17917,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2020,,,Number,33,Canada
10292,17918,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2021,,,Number,32,Canada
10293,17919,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2022,,,Number,44,Canada
10294,17920,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2023,,,Number,65,Canada
10295,17921,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nova Scotia,12,By year,2024 (Jan to Jun),,,Number,27,Canada
10296,17955,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Prince Edward Island,11,By year,2018,,,Number,,Canada
10297,17956,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Prince Edward Island,11,By year,2019,,,Number,,Canada
10298,17957,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Prince Edward Island,11,By year,2020,,,Number,,Canada
10299,17958,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Prince Edward Island,11,By year,2021,,,Number,,Canada
10300,17959,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Prince Edward Island,11,By year,2022,,,Number,,Canada
10301,17960,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Prince Edward Island,11,By year,2023,,,Number,,Canada
10302,17961,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Prince Edward Island,11,By year,2024 (Jan to Jun),,,Number,,Canada
10303,17995,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2018,,,Number,,Canada
10304,17996,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2019,,,Number,,Canada
10305,17997,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2020,,,Number,10,Canada
10306,17998,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2021,,,Number,15,Canada
10307,17999,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2022,,,Number,18,Canada
10308,18000,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2023,,,Number,37,Canada
10309,18001,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Newfoundland and Labrador,10,By year,2024 (Jan to Jun),,,Number,22,Canada
10310,18035,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Yukon,60,By year,2018,,,Number,,Canada
10311,18036,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Yukon,60,By year,2019,,,Number,,Canada
10312,18037,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Yukon,60,By year,2020,,,Number,,Canada
10313,18038,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Yukon,60,By year,2021,,,Number,6,Canada
10314,18039,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Yukon,60,By year,2022,,,Number,15,Canada
10315,18040,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Yukon,60,By year,2023,,,Number,16,Canada
10316,18041,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Yukon,60,By year,2024 (Jan to Jun),,,Number,2,Canada
10317,18075,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2018,,,Number,,Canada
10318,18076,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2019,,,Number,,Canada
10319,18077,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2020,,,Number,4,Canada
10320,18078,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2021,,,Number,3,Canada
10321,18079,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2022,,,Number,7,Canada
10322,18080,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2023,,,Number,3,Canada
10323,18081,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Northwest Territories,61,By year,2024 (Jan to Jun),,,Number,1,Canada
10324,18115,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nunavut,62,By year,2018,,,Number,0,Canada
10325,18116,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nunavut,62,By year,2019,,,Number,Suppr.,Canada
10326,18117,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nunavut,62,By year,2020,,,Number,0,Canada
10327,18118,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nunavut,62,By year,2021,,,Number,0,Canada
10328,18119,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nunavut,62,By year,2022,,,Number,0,Canada
10329,18120,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nunavut,62,By year,2023,,,Number,0,Canada
10330,18121,Stimulants,Deaths,Overall numbers,Accidental apparent stimulant toxicity deaths,Nunavut,62,By year,2024 (Jan to Jun),,,Number,,Canada
14244,23305,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,British Columbia,59,By year,2016,,,Number,480,Canada
14245,23306,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,British Columbia,59,By year,2017,,,Number,583,Canada
14246,23307,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,British Columbia,59,By year,2018,,,Number,548,Canada
14247,23308,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,British Columbia,59,By year,2019,,,Number,524,Canada
14248,23309,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,British Columbia,59,By year,2020,,,Number,606,Canada
14249,23310,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,British Columbia,59,By year,2021,,,Number,663,Canada
14250,23311,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,British Columbia,59,By year,2022,,,Number,673,Canada
14251,23312,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,British Columbia,59,By year,2023,,,Number,729,Canada
14252,23313,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,British Columbia,59,By year,2024 (Jan to Jun),,,Number,308,Canada
14253,23357,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By year,2016,,,Number,370,Canada
14254,23358,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By year,2017,,,Number,401,Canada
14255,23359,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By year,2018,,,Number,399,Canada
14256,23360,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By year,2019,,,Number,321,Canada
14257,23361,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By year,2020,,,Number,425,Canada
14258,23362,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By year,2021,,,Number,402,Canada
14259,23363,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By year,2022,,,Number,306,Canada
14260,23364,Stimulants,Hospitalizations,Overall numbers,Total stimulant-related poisoning hospitalizations,Alberta,48,By year,2023,,,Number,328,Canada
