,Unnamed: 0,Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value,Country
158,1002,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2021,,,Number,2721,Canada
159,1003,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2022,,,Number,2373,Canada
160,1004,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2023,,,Number,2523,Canada
161,1005,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Ontario,35,By year,2024 (Jan to Jun),,,Number,1204,Canada
162,1049,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2016,,,Number,176,Canada
163,1050,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2017,,,Number,185,Canada
164,1051,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2018,,,Number,149,Canada
165,1052,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2019,,,Number,162,Canada
166,1053,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2020,,,Number,231,Canada
167,1054,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2021,,,Number,214,Canada
168,1055,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2022,,,Number,540,Canada
169,1056,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2023,,,Number,536,Canada
170,1057,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Quebec,24,By year,2024 (Jan to Jun),,,Number,319,Canada
171,1101,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2016,,,Number,27,Canada
172,1102,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2017,,,Number,32,Canada
173,1103,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2018,,,Number,23,Canada
174,1104,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2019,,,Number,27,Canada
175,1105,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2020,,,Number,38,Canada
176,1106,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2021,,,Number,42,Canada
177,1107,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2022,,,Number,68,Canada
178,1108,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2023,,,Number,95,Canada
179,1109,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,New Brunswick,13,By year,2024 (Jan to Jun),,,Number,19,Canada
180,1153,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nova Scotia,12,By year,2016,,,Number,40,Canada
181,1154,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nova Scotia,12,By year,2017,,,Number,58,Canada
182,1155,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nova Scotia,12,By year,2018,,,Number,50,Canada
183,1156,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nova Scotia,12,By year,2019,,,Number,43,Canada
184,1157,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nova Scotia,12,By year,2020,,,Number,41,Canada
185,1158,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nova Scotia,12,By year,2021,,,Number,33,Canada
186,1159,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nova Scotia,12,By year,2022,,,Number,47,Canada
187,1160,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nova Scotia,12,By year,2023,,,Number,65,Canada
188,1161,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Nova Scotia,12,By year,2024 (Jan to Jun),,,Number,34,Canada
189,1205,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2016,,,Number,5,Canada
190,1206,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2017,,,Number,5,Canada
191,1207,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2018,,,Number,8,Canada
192,1208,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2019,,,Number,5,Canada
193,1209,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2020,,,Number,8,Canada
194,1210,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2021,,,Number,12,Canada
195,1211,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2022,,,Number,6,Canada
196,1212,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2023,,,Number,7,Canada
197,1213,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Prince Edward Island,11,By year,2024 (Jan to Jun),,,Number,5,Canada
198,1257,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2016,,,Number,13,Canada
199,1258,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2017,,,Number,23,Canada
200,1259,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2018,,,Number,10,Canada
201,1260,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2019,,,Number,13,Canada
202,1261,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2020,,,Number,19,Canada
203,1262,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2021,,,Number,24,Canada
204,1263,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2022,,,Number,23,Canada
205,1264,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2023,,,Number,35,Canada
206,1265,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Newfoundland and Labrador,10,By year,2024 (Jan to Jun),,,Number,19,Canada
207,1309,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2016,,,Number,5,Canada
208,1310,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2017,,,Number,6,Canada
209,1311,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2018,,,Number,4,Canada
210,1312,Opioids,Deaths,Overall numbers,Accidental apparent opioid toxicity deaths,Yukon,60,By year,2019,,,Number,4,Canada
